
recipe {
    makeIdent   ITEM_PLANK
    makeQty     4
    part        1 ITEM_LOG
    craftingStation 1
};

recipe {
    makeIdent   ITEM_WOOD_WALL_KIT
    makeQty     5
    part        10 ITEM_PLANK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_STONE_WALL_KIT
    makeQty     5
    part        10 ITEM_ROCK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_WOOD_FLOOR_KIT
    makeQty     5
    part        5 ITEM_PLANK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_STONE_FLOOR_KIT
    makeQty     5
    part        5 ITEM_ROCK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_WOOD_DOOR_KIT
    makeQty     1
    part        2 ITEM_PLANK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_STONE_DOOR_KIT
    makeQty     1
    part        1 ITEM_ROCK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_WINDOW_KIT
    makeQty     1
    craftingStation 2
};

recipe {
    makeIdent   ITEM_FENCE_KIT
    makeQty     5
    part        5 ITEM_PLANK
    craftingStation 1
};

recipe {
    makeIdent   ITEM_BASIC_WORKBENCH_KIT
    makeQty     1
    part        1 ITEM_LOG
};

recipe {
    makeIdent       ITEM_STD_WORKBENCH_KIT
    makeQty         1
    part            1 ITEM_BASIC_WORKBENCH_KIT
    craftingStation 1
};
